X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49
-3.510657247008539,-7.4981740725035255,5.675545835007257,3.1070841916706824,-0.5300449785640577,-4.429593253693994,-4.6868105986432145,3.9537351433762087,-5.31309762706469,-2.367181615484657,-4.603566385086504,-2.8279103206220455,-6.864067192421805,0.1429775505801334,9.434740838061133,1.6483190959345246,-8.522654424054835,2.257331866147551,2.6628288774063913,9.055341515492245,-7.867238789325116,-1.4281974167291691,-5.8090495464714635,-0.9455856606955741,3.5208552983746992,6.654434444256369,-4.694620670596475,0.2725482165964579,4.9512837466476,1.2120427028899887,5.91359443227893,4.961576105208204,-7.9570602073394205,-5.923198706119687,-10.446741291863615,3.0401138113559694,-0.8693400071024586,-5.10419078053104,-8.062159362751522,-3.1006005082799346,-1.984606022772414,7.687614411198934,-2.0112479427227052,8.235173875851636,-7.176642665883278,-8.530078435329695,-3.7089914133037594,5.130036216762355,-1.1371676849158794,-6.587750409404355
4.107566026718519,2.9814737382929675,-1.8827779606659931,-2.5860063779920246,-10.453278535745083,7.089129774477569,-9.221951339621178,-2.583712783380609,-4.18142762148959,0.30363948624678355,7.288461095964712,2.4539884595962844,0.03115925759539459,1.4590033359889774,9.338555887795819,-6.48581509046226,-7.575017717819188,0.8344320500253299,8.786655605570541,-6.3230352504433815,5.035831793454561,6.625673991270544,-5.463047100171331,8.007137031658258,0.9230787651816458,-9.768478033376043,-10.464138408307257,-7.522095919246327,4.374645203960514,-10.11600934441406,-0.7477417478571896,3.84509193445944,-7.377371920674235,-3.2685803166895266,7.744239368864446,8.853009133830886,2.058708892280545,-6.36062273832877,4.396889834425139,8.670627381428314,4.926439451448803,2.769707319831558,1.479572747750637,7.894131558463564,-6.992645862170585,-6.472690217298262,8.299871968953555,4.688000362354282,-1.2042409996157688,-10.520625064179342
4.123878389413531,4.585608756265215,-1.7903647378875236,-5.287188230919735,-9.476505950588264,7.450056840645025,-6.941457843127849,-4.156820032621007,-5.521004183380139,0.27514862700077886,8.867337048589338,3.630605294021277,1.613270923710111,1.689322976327376,9.696785155053062,-6.033345457155404,-6.899116227785203,1.4282777731832776,9.512709573020107,-3.5608280250092372,4.929653264148342,7.305643962790324,-4.390352586365735,7.748979873533746,2.1013411642697357,-9.084473031540158,-9.809897980128321,-8.755836676767787,4.746421027766629,-8.134283346943132,-1.5555804249637788,4.457101772121474,-3.034297042592246,-4.485055767037266,6.829491911399912,8.588850608719879,4.8805158456928375,-6.665813193564335,4.949531641482297,9.720813233652981,2.0412666701760367,5.291637909767221,0.8253982053453598,7.9036211102385625,-6.590789842230407,-4.586534113210499,8.864784039449273,5.719367742187821,0.9851677751700607,-7.863980860663466
-0.40311869247887133,-7.604600499195844,-5.997675267625809,-8.366283157869562,3.6489378717953356,-1.3446700956976956,7.2302934782155885,0.812556980899503,2.653352154881027,6.083908386698805,1.972254346028005,-2.6055761875125665,2.144921268655329,-3.69931227044191,-4.759342297337137,-4.576755919827354,-7.823365074023408,-4.774684740088719,2.855756476102383,9.432084128714628,-3.523495850756996,1.657392537025425,-4.966255497071331,-8.527179697826593,-7.043035229868542,1.959470314496351,-3.2034202953279776,8.177567658135889,6.801127630682281,5.466946017821779,-7.089192535682219,0.5295821130930839,10.626329613054132,0.2975622114477399,-6.211627129592433,1.6725474945724752,1.7312059931469375,-9.029187735362253,8.079429523670623,8.342416611903456,-5.523375702739644,9.346580211470133,-8.306130791432594,6.088413899070484,3.6071443576734863,2.952291782072593,6.723346883503703,1.6685563975190494,2.7363414995126103,4.648852054317333
-4.96053011525667,7.837543090803384,-4.125632736814772,6.118101697315209,-6.399651186301178,-5.448031714309344,-8.879241211598318,9.33036070867726,-7.245138696105357,-4.7135107845561945,-10.495373656869845,4.383699784094059,-6.155135876197829,-8.433149440582474,2.8531154365167124,-4.110968666779991,-8.237337537291259,4.535686505433231,7.786180698205939,-7.565275464870249,3.896902351727977,-0.2644738297709339,-6.437101361430974,2.140703492858672,1.3987217482166165,8.379010493746279,-2.5955333678560955,-5.187275094726733,4.1013761248085165,7.0543815599735655,6.699314477107177,5.426174752884631,0.39659156323621003,-3.320441154400457,-2.688420060522801,1.4321294168875072,-5.890302410485752,-5.724055955074201,8.159490278118472,7.834385932649717,5.0288349452124095,4.254232570093821,3.3034581212748764,4.648327210002159,-1.3395541949760918,2.5092039626464784,-0.38040124354209326,-1.0947865732327715,-8.582437354133917,6.119810835269567
-6.99559295631872,-8.532246176041278,6.6448347005179045,2.891520079913796,-5.861069515594152,-4.42400406424439,-8.51730182438745,-9.513736851745547,5.199291981965901,-5.312614419821145,4.96271718631983,-10.56414569720517,7.370776302547541,-5.551653283909183,-8.659962921127388,-1.4644295363232143,8.742374852341474,-6.817412461837829,6.797380312040265,-7.029322999595584,-3.051386143326913,3.4469231089134613,-4.886512976794213,-0.10764012896546005,7.960915920935177,4.729809317754028,10.351200135735771,-9.418765125239144,-5.55617705390761,0.13588477068571136,6.465131157028682,-1.0521426924350434,-0.6811438574404648,-4.526356173064385,1.1051049921948932,-9.360150319294293,-10.107231886260925,-3.8778639348638926,7.240434787348199,-6.356396620999374,-11.509154997175836,4.658781278295069,-6.583089934253287,5.769651719333695,-1.6558340581541748,4.523767754326332,11.585452059390605,-9.667527092087752,-9.750893678045456,10.169283336093967
-1.5041175342290627,-6.898658723739717,-5.434113041855211,-8.014736541888727,0.7571620396330827,-2.8234927149640843,5.469045849909906,-1.9121286361640424,2.2662638398774355,8.645026717269765,2.0021093896544935,-2.8497051791770467,1.5864420237330492,-2.8477939164389765,-4.038817771489498,-2.684924985050059,-5.709858742513543,-4.671771529834995,2.2610434035214224,8.030814791007488,-3.555161120793997,0.6049510927166625,-6.215223745056796,-5.76596808582014,-9.664898838476507,0.05739622805107747,-2.9597038167747587,10.591990226763235,7.9441137204294705,5.220475268805133,-7.7405280165204635,3.225215980184807,11.149396377292483,-0.3226309926112698,-8.056324501953219,0.07820139846944207,-0.5275482664533877,-9.98099100859707,4.036437553544893,6.457201901145607,-6.15095524935706,10.061680313612031,-8.13236397809991,4.870169121439927,4.210778823229511,2.1460938898668522,6.012085674969513,-0.17152341847516872,3.291916537867044,4.4444116357126795
-1.5983496308861778,-7.460854075560878,-4.512877071513225,-8.410176536002743,2.6472782356678977,-1.6221798815258248,4.164522531819213,0.8923120860625933,2.481165670247049,7.9261297808097675,2.635789081492107,-4.489317265591206,-1.184521265360038,-3.2264012909444935,-3.5768525038714296,-3.9772228300362578,-4.910751253258608,-5.416850726918321,2.012401714377413,8.271366215491586,-3.559180355222594,0.35996933541217585,-6.081321400216,-6.517992738950759,-8.725002438461997,-0.6631607661654704,-5.407307941894334,7.61457665545825,6.730094085193005,4.718186296429326,-7.07743739900811,1.4154418711827284,10.223237857836306,2.7513179517245776,-7.672314134355016,1.1641008299410154,1.346980923158845,-10.217495323292022,5.461407525566706,6.302221046055742,-3.4811868984958685,9.164122323760768,-9.312595786815969,6.951004152785835,2.932798515459524,1.5671481810460404,6.854031706915955,0.29346402283179096,1.5137274501357338,6.465124688121219
-5.085033583195629,-8.870515284121234,5.376811906129861,3.402126749867602,-3.72840416823239,-3.85287605696188,-2.001358131736317,5.750939194718393,-4.4659355348036645,0.11855169515196229,-3.8878766296182476,-3.0861106359427986,-8.058375260486939,1.938111407143529,10.426655891871615,0.6575859657564507,-8.004936807605743,3.0827998524547313,0.992654449004227,7.795162463340348,-4.687373568296629,-2.6988000029937083,-6.560402470718857,-4.111649462471929,4.706367880399849,7.157381485804905,-4.7246335285051115,0.7538925106511616,6.502338899865017,0.22949927473267207,5.695965158169711,5.195222712137775,-8.536752312479841,-6.306376280180655,-11.991978996008138,0.5563585009840257,1.5891451274758637,-3.2375365008393837,-8.738148329026092,-1.3454085830219915,0.4526410241097487,9.338956889905427,-1.9117481059466541,9.856649089611048,-7.061306904438522,-8.850501397324933,-3.612883878241502,4.059994596999836,1.8621303902961983,-6.999447230425494
-6.619808989254643,-8.128015627053193,9.054594000157945,3.5739738529999223,-3.874845472313356,-3.327941871406898,-6.916668788186948,-7.066353124431606,5.42754125256067,-3.6889695882465148,6.414590333664761,-11.285165725638548,7.340556786306758,-4.412687293314914,-7.953039848919543,-0.7613975162118309,8.231538304232036,-7.182039616172478,6.886117455425892,-8.441421734269449,-3.2643883654606127,1.6780375840322037,-4.8774554719425645,0.054766398382605774,8.838997792974492,5.195375671735784,8.522408202112183,-8.572507717873286,-4.907154758010235,-0.4033929765371871,7.559781400395686,0.461100944749131,-0.1795109587477917,-4.988109586341629,2.2887938194976742,-10.30555926297355,-10.585556367597922,-4.623653363271383,7.7778248353345125,-5.163461221304585,-9.90074221614546,4.467788099795048,-3.615405160749348,5.498622765738958,-2.8711895598910933,2.4606750923044913,8.274932078846323,-7.53618514711728,-9.301371456045478,8.115652845041275
